transaction_id,sender_id,receiver_id,amount,currency,timestamp,transaction_type,pattern_label,data_source,synthetic_data
SYN-TXN-00347,P012,P002,14654,INR,2026-03-10 05:41:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00461,P015,P014,8072,INR,2026-03-10 10:40:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00270,P004,P006,2061,INR,2026-03-10 14:35:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00158,P002,P009,2945,INR,2026-03-10 15:09:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00577,P004,P006,12118,INR,2026-03-11 06:05:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00098,P010,P008,14922,INR,2026-03-11 11:41:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00094,P010,P013,3094,INR,2026-03-12 01:13:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00610,P001,P003,83547,INR,2026-03-12 10:00:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00611,P003,P007,82578,INR,2026-03-12 10:35:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00612,P007,P010,78825,INR,2026-03-12 11:10:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00484,P015,P008,12246,INR,2026-03-12 20:34:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00340,P015,P009,13007,INR,2026-03-12 21:13:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00118,P002,P008,12018,INR,2026-03-13 01:16:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00634,P005,P008,97386,INR,2026-03-13 10:00:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00635,P008,P012,95512,INR,2026-03-13 10:35:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00636,P012,P014,93590,INR,2026-03-13 11:10:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00317,P003,P004,1065,INR,2026-03-13 15:29:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00257,P010,P008,17643,INR,2026-03-13 15:46:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00262,P005,P006,23971,INR,2026-03-14 17:17:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00564,P003,P011,23827,INR,2026-03-15 03:34:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00049,P006,P009,5733,INR,2026-03-15 06:57:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00707,P005,P010,101673,INR,2026-03-15 18:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00299,P008,P015,2076,INR,2026-03-15 19:46:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00392,P004,P007,2505,INR,2026-03-17 20:51:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00720,P010,P013,90296,INR,2026-03-17 21:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00277,P012,P004,7111,INR,2026-03-17 21:03:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00422,P005,P001,4533,INR,2026-03-18 04:12:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00550,P006,P012,8317,INR,2026-03-18 06:58:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00351,P012,P001,24702,INR,2026-03-18 10:47:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00483,P012,P010,8304,INR,2026-03-18 20:32:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00310,P005,P009,12458,INR,2026-03-18 22:34:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00503,P014,P013,3693,INR,2026-03-19 00:05:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00261,P014,P011,13684,INR,2026-03-19 06:18:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00496,P015,P012,23614,INR,2026-03-19 18:19:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00389,P014,P001,14313,INR,2026-03-19 23:31:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00332,P008,P015,1268,INR,2026-03-20 09:50:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00269,P010,P011,24231,INR,2026-03-20 11:40:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00537,P005,P009,2399,INR,2026-03-21 05:59:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00448,P005,P006,513,INR,2026-03-21 06:26:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00256,P008,P011,3630,INR,2026-03-22 05:29:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00201,P007,P004,4686,INR,2026-03-22 16:41:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00245,P006,P011,23249,INR,2026-03-23 03:22:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00253,P015,P014,13931,INR,2026-03-23 06:35:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00260,P003,P004,3998,INR,2026-03-23 12:33:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00163,P010,P001,4635,INR,2026-03-23 13:25:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00490,P001,P008,23554,INR,2026-03-24 01:58:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00088,P009,P010,12411,INR,2026-03-24 22:19:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00003,P015,P009,2445,INR,2026-03-25 06:52:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00136,P003,P004,6884,INR,2026-03-25 12:05:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00258,P002,P011,2837,INR,2026-03-25 12:49:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00171,P014,P005,23077,INR,2026-03-25 13:45:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00004,P014,P007,18949,INR,2026-03-25 16:15:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00218,P015,P014,12714,INR,2026-03-26 09:11:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00124,P003,P008,3244,INR,2026-03-27 04:36:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00092,P006,P012,2032,INR,2026-03-27 10:32:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00679,P004,P011,52042,INR,2026-03-27 16:00:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00658,P002,P006,42857,INR,2026-03-27 16:00:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00680,P011,P013,51567,INR,2026-03-27 16:25:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00659,P006,P009,42906,INR,2026-03-27 16:25:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00681,P013,P004,51813,INR,2026-03-27 16:50:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00660,P009,P002,43144,INR,2026-03-27 16:50:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00330,P008,P006,17016,INR,2026-03-27 16:58:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00212,P003,P001,2226,INR,2026-03-27 17:51:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00205,P004,P015,1763,INR,2026-03-27 19:27:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00325,P007,P003,666,INR,2026-03-28 01:49:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00569,P014,P011,4649,INR,2026-03-28 03:46:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00159,P011,P013,872,INR,2026-03-28 05:55:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00035,P013,P005,9611,INR,2026-03-28 06:53:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00220,P015,P012,6970,INR,2026-03-28 12:40:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00450,P002,P005,3945,INR,2026-03-28 14:20:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00219,P011,P005,2503,INR,2026-03-29 06:18:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00709,P005,P010,160016,INR,2026-03-29 16:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00524,P009,P007,1762,INR,2026-03-29 16:36:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00460,P005,P008,20674,INR,2026-03-30 00:28:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00478,P003,P013,3413,INR,2026-03-30 02:51:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00613,P001,P003,84547,INR,2026-03-30 10:00:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00614,P003,P007,83260,INR,2026-03-30 10:35:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00615,P007,P010,83233,INR,2026-03-30 11:10:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00559,P012,P002,15601,INR,2026-03-30 19:59:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00718,P010,P013,156137,INR,2026-03-30 20:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00417,P004,P013,18650,INR,2026-03-31 02:02:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00010,P005,P011,14570,INR,2026-03-31 06:32:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00637,P005,P008,72575,INR,2026-03-31 10:00:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00638,P008,P012,71578,INR,2026-03-31 10:35:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00639,P012,P014,68125,INR,2026-03-31 11:10:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00452,P010,P012,6260,INR,2026-03-31 18:35:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00250,P012,P007,4992,INR,2026-04-01 00:19:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00066,P015,P010,1789,INR,2026-04-01 10:35:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00251,P011,P005,3559,INR,2026-04-02 04:30:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00457,P007,P005,946,INR,2026-04-02 08:50:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00133,P014,P007,1136,INR,2026-04-02 13:50:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00167,P003,P009,10391,INR,2026-04-02 20:15:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00280,P006,P003,19136,INR,2026-04-03 01:38:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00401,P010,P002,4390,INR,2026-04-03 05:15:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00226,P013,P005,15501,INR,2026-04-03 19:24:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00438,P010,P013,2178,INR,2026-04-03 20:12:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00091,P002,P007,3625,INR,2026-04-04 07:51:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00160,P005,P015,21846,INR,2026-04-04 12:23:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00162,P008,P015,3862,INR,2026-04-05 02:51:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00030,P013,P004,3922,INR,2026-04-05 20:40:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00148,P014,P003,1351,INR,2026-04-05 23:50:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00308,P008,P001,3803,INR,2026-04-07 00:03:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00164,P005,P012,3713,INR,2026-04-07 00:24:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00573,P007,P001,22714,INR,2026-04-07 17:56:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00097,P001,P013,2779,INR,2026-04-07 18:25:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00400,P014,P001,22064,INR,2026-04-07 19:12:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00597,P012,P005,1848,INR,2026-04-07 22:08:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00444,P013,P012,24845,INR,2026-04-08 21:28:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00037,P010,P002,4192,INR,2026-04-09 01:41:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00700,P003,P007,173336,INR,2026-04-09 08:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00075,P003,P006,15432,INR,2026-04-09 15:37:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00427,P007,P012,3649,INR,2026-04-09 18:16:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00072,P010,P014,15120,INR,2026-04-10 21:19:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00110,P013,P008,4383,INR,2026-04-11 01:52:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00238,P013,P004,13066,INR,2026-04-11 10:47:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00421,P012,P015,4603,INR,2026-04-11 13:41:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00012,P013,P007,16450,INR,2026-04-11 17:47:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00026,P015,P014,17170,INR,2026-04-11 19:15:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00600,P001,P008,6431,INR,2026-04-12 04:59:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00458,P013,P010,2149,INR,2026-04-12 09:42:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00385,P010,P007,23110,INR,2026-04-12 22:33:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00084,P002,P012,8102,INR,2026-04-12 23:37:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00241,P005,P002,3407,INR,2026-04-13 08:53:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00492,P002,P014,6073,INR,2026-04-13 10:43:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00153,P003,P013,19644,INR,2026-04-13 12:26:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00318,P008,P011,9740,INR,2026-04-14 01:51:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00227,P014,P004,20694,INR,2026-04-14 11:28:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00703,P005,P010,137761,INR,2026-04-14 12:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00079,P006,P014,2339,INR,2026-04-14 19:20:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00239,P013,P001,2260,INR,2026-04-14 22:15:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00143,P010,P014,4952,INR,2026-04-15 09:19:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00155,P001,P010,24124,INR,2026-04-15 10:43:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00525,P015,P011,2351,INR,2026-04-15 17:33:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00570,P005,P014,24657,INR,2026-04-16 00:11:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00264,P004,P003,4332,INR,2026-04-16 04:36:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00456,P015,P005,862,INR,2026-04-16 07:15:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00282,P004,P002,4855,INR,2026-04-16 07:34:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00518,P011,P001,760,INR,2026-04-16 19:27:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00087,P015,P014,20133,INR,2026-04-17 01:27:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00025,P001,P015,21585,INR,2026-04-17 02:03:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00499,P002,P004,1716,INR,2026-04-17 05:23:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00255,P001,P011,15032,INR,2026-04-17 08:02:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00616,P001,P003,104440,INR,2026-04-17 10:00:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00617,P003,P007,102281,INR,2026-04-17 10:35:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00618,P007,P010,99550,INR,2026-04-17 11:10:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00531,P006,P004,1708,INR,2026-04-18 04:25:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00640,P005,P008,94481,INR,2026-04-18 10:00:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00641,P008,P012,92289,INR,2026-04-18 10:35:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00642,P012,P014,93019,INR,2026-04-18 11:10:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00275,P010,P003,11582,INR,2026-04-18 19:08:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00376,P007,P003,4568,INR,2026-04-20 02:32:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00199,P009,P007,4258,INR,2026-04-20 10:47:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00682,P004,P011,63919,INR,2026-04-21 16:00:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00661,P002,P006,48320,INR,2026-04-21 16:00:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00683,P011,P013,64288,INR,2026-04-21 16:25:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00662,P006,P009,48548,INR,2026-04-21 16:25:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00684,P013,P004,63920,INR,2026-04-21 16:50:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00663,P009,P002,47694,INR,2026-04-21 16:50:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00454,P010,P003,16146,INR,2026-04-21 17:53:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00191,P005,P006,23590,INR,2026-04-22 15:03:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00540,P012,P007,9460,INR,2026-04-22 15:04:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00464,P014,P008,3261,INR,2026-04-22 16:49:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00170,P005,P006,3682,INR,2026-04-22 18:07:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00459,P012,P008,727,INR,2026-04-22 19:40:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00435,P007,P001,17185,INR,2026-04-23 05:49:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00691,P003,P007,81439,INR,2026-04-23 16:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00234,P003,P011,12550,INR,2026-04-24 05:31:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00568,P007,P001,3408,INR,2026-04-24 07:11:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00311,P008,P014,1536,INR,2026-04-24 08:21:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00263,P010,P003,15542,INR,2026-04-24 16:23:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00546,P006,P011,3779,INR,2026-04-24 16:56:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00383,P001,P010,898,INR,2026-04-24 20:31:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00315,P003,P012,21961,INR,2026-04-25 10:38:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00319,P002,P010,19429,INR,2026-04-25 11:06:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00006,P013,P005,4532,INR,2026-04-25 16:05:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00413,P011,P001,23466,INR,2026-04-26 00:26:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00431,P013,P012,6034,INR,2026-04-26 18:29:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00462,P013,P015,10802,INR,2026-04-27 13:47:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00024,P002,P004,2418,INR,2026-04-27 16:02:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00520,P014,P013,15650,INR,2026-04-27 17:10:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00307,P006,P008,15677,INR,2026-04-29 21:20:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00507,P003,P014,4381,INR,2026-04-29 22:52:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00512,P006,P002,12740,INR,2026-04-30 03:45:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00017,P011,P009,4102,INR,2026-04-30 04:33:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00566,P008,P001,3645,INR,2026-05-01 02:01:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00391,P001,P011,3655,INR,2026-05-01 07:48:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00099,P011,P004,2081,INR,2026-05-01 11:00:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00575,P009,P005,8765,INR,2026-05-01 11:23:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00283,P009,P011,2689,INR,2026-05-01 22:51:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00103,P015,P009,753,INR,2026-05-02 06:17:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00228,P007,P013,2087,INR,2026-05-02 13:43:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00372,P004,P001,3989,INR,2026-05-03 20:12:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00397,P007,P014,19236,INR,2026-05-04 02:17:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00323,P009,P007,18119,INR,2026-05-04 18:49:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00078,P005,P010,901,INR,2026-05-05 07:59:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00619,P001,P003,61400,INR,2026-05-05 10:00:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00620,P003,P007,60585,INR,2026-05-05 10:35:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00621,P007,P010,57798,INR,2026-05-05 11:10:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00353,P010,P015,10868,INR,2026-05-05 18:38:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00643,P005,P008,115970,INR,2026-05-06 10:00:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00644,P008,P012,113710,INR,2026-05-06 10:35:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00645,P012,P014,113580,INR,2026-05-06 11:10:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00403,P004,P006,1757,INR,2026-05-06 12:48:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00529,P001,P003,15901,INR,2026-05-06 18:12:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00719,P010,P013,135152,INR,2026-05-07 12:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00186,P008,P009,3866,INR,2026-05-07 20:44:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
