call_id,caller_id,receiver_id,timestamp,duration_seconds,communication_type,cell_location,data_source,synthetic_data
SYN-CDR-00535,P003,P002,2026-02-17 01:57:00,925,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00756,P003,P007,2026-02-17 04:17:00,531,VOICE_CALL,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00955,P004,P011,2026-02-17 20:42:00,813,VOICE_CALL,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00368,P001,P004,2026-02-18 06:58:00,109,VOICE_CALL,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00728,P012,P014,2026-02-18 23:31:00,638,SMS,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00503,P014,P011,2026-02-19 10:00:00,447,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00133,P003,P007,2026-02-19 18:03:00,1424,SMS,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00603,P014,P003,2026-02-19 18:15:00,50,VOICE_CALL,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00459,P005,P010,2026-02-19 19:30:00,815,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00130,P010,P013,2026-02-19 19:48:00,738,VOICE_CALL,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00249,P008,P011,2026-02-19 19:56:00,1107,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00521,P010,P008,2026-02-19 23:32:00,1356,SMS,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00466,P005,P001,2026-02-20 12:26:00,1784,SMS,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00207,P003,P013,2026-02-20 12:49:00,320,VOICE_CALL,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00244,P006,P009,2026-02-21 05:52:00,308,VOICE_CALL,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00352,P003,P001,2026-02-21 08:56:00,152,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00988,P015,P013,2026-02-21 11:02:00,273,VOICE_CALL,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00814,P004,P001,2026-02-21 17:06:00,1689,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00215,P006,P009,2026-02-22 01:16:00,1650,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00123,P010,P013,2026-02-22 12:09:00,1444,SMS,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00598,P010,P002,2026-02-22 19:02:00,1194,SMS,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00468,P010,P013,2026-02-22 20:04:00,1090,VOICE_CALL,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00943,P007,P008,2026-02-22 22:01:00,141,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00842,P009,P013,2026-02-23 02:04:00,973,VOICE_CALL,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00642,P003,P007,2026-02-23 10:49:00,1225,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00489,P007,P014,2026-02-23 15:59:00,953,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00777,P003,P002,2026-02-23 23:16:00,1797,VOICE_CALL,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00116,P004,P011,2026-02-24 06:44:00,115,VOICE_CALL,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00879,P005,P010,2026-02-24 08:03:00,536,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00378,P004,P011,2026-02-24 11:25:00,1095,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00080,P010,P013,2026-02-24 11:57:00,497,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00223,P014,P004,2026-02-24 14:30:00,1181,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00782,P002,P003,2026-02-24 23:09:00,873,SMS,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00306,P013,P005,2026-02-25 01:27:00,1256,VOICE_CALL,Riverbank Road,Synthetic Demonstration Dataset,True
SYN-CDR-00339,P008,P009,2026-02-25 09:10:00,928,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00556,P002,P003,2026-02-25 12:30:00,1144,VOICE_CALL,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00364,P002,P010,2026-02-25 13:07:00,1025,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00678,P005,P001,2026-02-26 09:07:00,1282,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00219,P001,P013,2026-02-26 09:49:00,404,SMS,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00062,P004,P011,2026-02-27 05:59:00,1159,VOICE_CALL,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00201,P003,P005,2026-02-27 06:32:00,1504,VOICE_CALL,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00774,P003,P007,2026-02-27 10:00:00,1110,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00599,P008,P012,2026-02-27 11:28:00,1493,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00614,P012,P013,2026-02-28 05:59:00,1021,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00081,P003,P001,2026-02-28 15:55:00,1693,SMS,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00776,P003,P005,2026-02-28 17:57:00,480,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00914,P008,P012,2026-02-28 22:08:00,744,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00609,P004,P011,2026-03-01 04:26:00,880,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00357,P005,P003,2026-03-01 05:15:00,1228,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00093,P010,P006,2026-03-01 07:35:00,1330,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00713,P001,P004,2026-03-01 08:12:00,700,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00946,P008,P015,2026-03-01 08:33:00,431,VOICE_CALL,Riverbank Road,Synthetic Demonstration Dataset,True
SYN-CDR-00801,P004,P011,2026-03-01 17:08:00,1505,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00048,P013,P014,2026-03-01 19:19:00,1665,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00135,P008,P012,2026-03-02 11:20:00,1607,VOICE_CALL,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00254,P004,P011,2026-03-03 06:36:00,238,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00494,P011,P014,2026-03-03 09:47:00,711,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00959,P004,P011,2026-03-03 11:37:00,189,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00161,P001,P011,2026-03-03 14:38:00,769,VOICE_CALL,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00312,P003,P002,2026-03-03 22:14:00,1046,VOICE_CALL,Riverbank Road,Synthetic Demonstration Dataset,True
SYN-CDR-00333,P005,P010,2026-03-04 01:31:00,1058,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00300,P006,P004,2026-03-04 15:31:00,932,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00587,P010,P013,2026-03-04 15:44:00,120,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00631,P003,P004,2026-03-04 17:35:00,1048,VOICE_CALL,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00960,P004,P002,2026-03-05 09:15:00,1768,SMS,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00134,P005,P002,2026-03-05 11:39:00,1489,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00293,P011,P015,2026-03-05 13:40:00,185,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00808,P006,P012,2026-03-05 20:41:00,1160,VOICE_CALL,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00987,P015,P007,2026-03-06 00:29:00,1666,VOICE_CALL,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00666,P007,P008,2026-03-06 06:24:00,919,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00628,P011,P015,2026-03-06 12:51:00,1207,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00740,P004,P011,2026-03-07 01:59:00,695,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00040,P010,P015,2026-03-07 03:44:00,1045,SMS,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00834,P005,P010,2026-03-07 08:11:00,1104,SMS,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00329,P005,P010,2026-03-07 13:29:00,339,VOICE_CALL,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00443,P006,P007,2026-03-07 15:59:00,675,VOICE_CALL,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00327,P006,P010,2026-03-08 10:40:00,1656,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00043,P010,P013,2026-03-08 23:51:00,1551,SMS,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00349,P003,P007,2026-03-09 08:17:00,1215,SMS,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00184,P005,P010,2026-03-09 13:56:00,1252,VOICE_CALL,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00484,P004,P011,2026-03-09 16:36:00,285,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00164,P015,P011,2026-03-09 21:46:00,918,SMS,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00925,P010,P007,2026-03-10 08:05:00,971,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00309,P010,P009,2026-03-10 09:50:00,1148,SMS,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00256,P013,P011,2026-03-10 18:42:00,598,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00722,P002,P005,2026-03-10 20:28:00,1494,SMS,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00270,P010,P013,2026-03-11 02:29:00,716,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00269,P004,P002,2026-03-11 06:30:00,704,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00874,P003,P007,2026-03-11 20:46:00,562,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00394,P014,P001,2026-03-11 22:06:00,1718,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00175,P009,P008,2026-03-12 13:41:00,1301,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00751,P005,P002,2026-03-12 14:13:00,69,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00271,P006,P007,2026-03-12 18:15:00,1610,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00871,P004,P011,2026-03-13 03:46:00,1707,VOICE_CALL,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00688,P010,P013,2026-03-13 12:24:00,1026,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00515,P004,P007,2026-03-13 13:07:00,624,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00700,P013,P011,2026-03-13 14:58:00,1086,SMS,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00622,P007,P014,2026-03-13 18:58:00,1728,SMS,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00171,P013,P014,2026-03-13 21:41:00,85,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00045,P004,P011,2026-03-14 12:34:00,1520,SMS,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00891,P003,P007,2026-03-15 01:31:00,1416,VOICE_CALL,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00366,P013,P012,2026-03-15 10:57:00,763,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00661,P005,P010,2026-03-15 16:33:00,206,VOICE_CALL,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00882,P011,P013,2026-03-16 00:30:00,94,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00715,P011,P013,2026-03-16 01:19:00,1753,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00924,P004,P011,2026-03-16 06:57:00,1338,SMS,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00302,P008,P012,2026-03-16 08:03:00,1238,VOICE_CALL,Riverbank Road,Synthetic Demonstration Dataset,True
SYN-CDR-00873,P009,P013,2026-03-16 14:12:00,370,SMS,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00277,P005,P010,2026-03-17 00:01:00,1032,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00908,P010,P008,2026-03-17 21:14:00,704,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00608,P005,P001,2026-03-18 01:10:00,897,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00936,P007,P012,2026-03-18 04:26:00,314,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00773,P015,P003,2026-03-18 23:45:00,184,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00670,P008,P013,2026-03-19 05:39:00,736,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00838,P015,P010,2026-03-19 13:09:00,1776,SMS,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00986,P011,P015,2026-03-19 14:58:00,555,VOICE_CALL,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00142,P008,P012,2026-03-20 09:03:00,621,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00885,P015,P008,2026-03-20 16:32:00,901,VOICE_CALL,Riverbank Road,Synthetic Demonstration Dataset,True
SYN-CDR-00559,P014,P013,2026-03-20 17:10:00,298,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00630,P007,P008,2026-03-20 22:32:00,1426,VOICE_CALL,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00957,P012,P013,2026-03-21 04:17:00,611,SMS,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00545,P006,P008,2026-03-21 09:01:00,1722,VOICE_CALL,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00690,P013,P011,2026-03-22 01:58:00,1564,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00741,P005,P007,2026-03-22 02:22:00,372,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00190,P003,P007,2026-03-22 08:49:00,757,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00904,P008,P012,2026-03-23 20:44:00,917,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00326,P003,P002,2026-03-24 00:09:00,1621,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00935,P007,P006,2026-03-24 08:36:00,1512,VOICE_CALL,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00564,P004,P011,2026-03-24 10:02:00,517,VOICE_CALL,Riverbank Road,Synthetic Demonstration Dataset,True
SYN-CDR-00330,P005,P010,2026-03-24 10:06:00,388,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00146,P009,P008,2026-03-24 12:53:00,330,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00050,P014,P013,2026-03-24 20:04:00,537,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00237,P012,P011,2026-03-25 00:02:00,303,SMS,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00967,P011,P014,2026-03-25 04:12:00,597,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00475,P004,P011,2026-03-25 04:53:00,1189,SMS,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00231,P013,P015,2026-03-25 09:46:00,1493,VOICE_CALL,Riverbank Road,Synthetic Demonstration Dataset,True
SYN-CDR-00160,P004,P011,2026-03-25 12:32:00,837,VOICE_CALL,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00288,P004,P011,2026-03-25 17:45:00,1632,VOICE_CALL,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00816,P015,P013,2026-03-26 05:42:00,1132,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00206,P003,P007,2026-03-26 09:38:00,313,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00757,P005,P010,2026-03-26 10:13:00,1436,SMS,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00400,P003,P007,2026-03-26 10:49:00,1490,SMS,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00511,P010,P013,2026-03-26 12:04:00,720,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00606,P001,P005,2026-03-26 21:32:00,731,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00693,P008,P010,2026-03-26 23:57:00,1485,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00398,P013,P014,2026-03-27 15:28:00,81,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00563,P005,P010,2026-03-27 18:19:00,1002,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00584,P008,P006,2026-03-28 05:39:00,1691,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00275,P005,P003,2026-03-28 21:17:00,1147,VOICE_CALL,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00604,P007,P006,2026-03-29 05:58:00,1084,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00463,P012,P013,2026-03-29 08:09:00,1604,SMS,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00963,P008,P012,2026-03-29 09:56:00,1635,SMS,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00325,P007,P004,2026-03-29 09:58:00,1779,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00198,P011,P014,2026-03-29 14:36:00,1180,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00989,P004,P011,2026-03-29 17:45:00,639,SMS,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00257,P010,P008,2026-03-29 18:57:00,78,VOICE_CALL,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00259,P014,P015,2026-03-30 03:13:00,348,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00431,P001,P002,2026-03-30 17:48:00,144,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00251,P001,P003,2026-03-30 19:55:00,733,VOICE_CALL,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00363,P009,P006,2026-03-30 22:42:00,589,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00493,P014,P015,2026-03-31 15:23:00,1024,SMS,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00008,P009,P004,2026-03-31 16:22:00,430,VOICE_CALL,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00441,P009,P008,2026-04-01 01:09:00,844,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00410,P012,P011,2026-04-01 17:30:00,529,VOICE_CALL,Riverbank Road,Synthetic Demonstration Dataset,True
SYN-CDR-00406,P003,P007,2026-04-01 20:50:00,1692,VOICE_CALL,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00698,P014,P013,2026-04-02 16:09:00,1476,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00909,P005,P004,2026-04-03 04:49:00,1516,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00980,P010,P014,2026-04-03 08:19:00,691,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00969,P008,P007,2026-04-03 14:18:00,217,VOICE_CALL,Riverbank Road,Synthetic Demonstration Dataset,True
SYN-CDR-00375,P003,P004,2026-04-03 20:53:00,585,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00729,P009,P010,2026-04-04 17:31:00,916,VOICE_CALL,Metro Station,Synthetic Demonstration Dataset,True
SYN-CDR-00635,P006,P008,2026-04-04 17:46:00,489,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00726,P005,P010,2026-04-04 18:03:00,194,VOICE_CALL,Riverbank Road,Synthetic Demonstration Dataset,True
SYN-CDR-00086,P004,P011,2026-04-04 18:55:00,763,SMS,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00099,P008,P012,2026-04-04 20:46:00,1784,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00712,P009,P006,2026-04-05 05:00:00,571,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00839,P005,P010,2026-04-05 21:55:00,1252,SMS,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00585,P005,P004,2026-04-06 02:43:00,672,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00018,P011,P013,2026-04-06 04:57:00,157,VOICE_CALL,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00525,P002,P009,2026-04-06 17:35:00,1453,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00087,P003,P005,2026-04-06 19:47:00,985,VOICE_CALL,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00456,P007,P009,2026-04-06 23:04:00,51,SMS,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00151,P005,P015,2026-04-06 23:23:00,1202,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00047,P001,P004,2026-04-06 23:37:00,1549,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00902,P005,P010,2026-04-07 03:04:00,438,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00500,P006,P002,2026-04-07 11:40:00,1524,VOICE_CALL,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00220,P006,P008,2026-04-07 13:30:00,1086,VOICE_CALL,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00848,P002,P004,2026-04-07 17:23:00,897,SMS,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00607,P005,P001,2026-04-07 18:21:00,1267,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00107,P008,P012,2026-04-08 17:11:00,554,SMS,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00979,P002,P006,2026-04-08 19:10:00,203,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00766,P014,P015,2026-04-09 02:36:00,1788,VOICE_CALL,Riverbank Road,Synthetic Demonstration Dataset,True
SYN-CDR-00696,P004,P011,2026-04-09 04:09:00,163,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00601,P007,P009,2026-04-09 06:13:00,1107,VOICE_CALL,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00806,P005,P010,2026-04-09 15:15:00,1348,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00217,P014,P013,2026-04-09 15:24:00,1086,VOICE_CALL,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00115,P003,P007,2026-04-09 18:39:00,1173,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00720,P003,P005,2026-04-09 22:06:00,868,VOICE_CALL,Riverbank Road,Synthetic Demonstration Dataset,True
SYN-CDR-00282,P006,P008,2026-04-10 05:53:00,845,SMS,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00044,P004,P011,2026-04-10 13:56:00,867,VOICE_CALL,North Railway Junction,Synthetic Demonstration Dataset,True
SYN-CDR-00972,P008,P012,2026-04-10 20:33:00,1008,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00626,P008,P007,2026-04-11 08:32:00,252,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00025,P004,P011,2026-04-11 11:48:00,1540,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00739,P003,P007,2026-04-11 13:10:00,223,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00141,P003,P007,2026-04-11 15:59:00,337,VOICE_CALL,Old Warehouse District,Synthetic Demonstration Dataset,True
SYN-CDR-00861,P008,P006,2026-04-11 17:17:00,1651,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00922,P010,P013,2026-04-12 06:17:00,57,VOICE_CALL,Tech Park Zone,Synthetic Demonstration Dataset,True
SYN-CDR-00315,P006,P007,2026-04-12 06:21:00,187,VOICE_CALL,Industrial Estate,Synthetic Demonstration Dataset,True
SYN-CDR-00829,P008,P012,2026-04-12 07:28:00,1663,VOICE_CALL,Market Street,Synthetic Demonstration Dataset,True
SYN-CDR-00179,P003,P007,2026-04-12 22:51:00,1476,VOICE_CALL,Central Bus Terminal,Synthetic Demonstration Dataset,True
SYN-CDR-00725,P001,P005,2026-04-13 07:46:00,1616,VOICE_CALL,Harbour Road,Synthetic Demonstration Dataset,True
SYN-CDR-00405,P004,P011,2026-04-13 18:17:00,747,VOICE_CALL,South Transit Hub,Synthetic Demonstration Dataset,True
SYN-CDR-00795,P006,P007,2026-04-14 04:26:00,966,SMS,North Railway Junction,Synthetic Demonstration Dataset,True
