record_id,person_id,location_id,location_name,latitude,longitude,timestamp,observation_type,data_source,synthetic_data
SYN-LOC-00630,P009,LOC004,Harbour Road,13.1,80.3,2026-02-28 13:28:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00173,P009,LOC002,North Railway Junction,13.095,80.28,2026-03-01 12:47:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00464,P009,LOC007,Riverbank Road,13.05,80.275,2026-03-01 14:02:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00434,P011,LOC003,Industrial Estate,13.06,80.24,2026-03-01 18:13:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00399,P003,LOC001,Central Bus Terminal,13.0827,80.2707,2026-03-02 05:57:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00372,P005,LOC001,Central Bus Terminal,13.0827,80.2707,2026-03-02 07:15:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-B03-1-P008,P008,LOC003,Industrial Estate,13.06,80.24,2026-03-02 14:20:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B03-1-P012,P012,LOC003,Industrial Estate,13.06,80.24,2026-03-02 14:22:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00470,P012,LOC006,Old Warehouse District,13.11,80.25,2026-03-03 03:47:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00240,P012,LOC006,Old Warehouse District,13.11,80.25,2026-03-03 04:08:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00442,P001,LOC007,Riverbank Road,13.05,80.275,2026-03-03 12:19:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00323,P007,LOC006,Old Warehouse District,13.11,80.25,2026-03-03 13:12:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00322,P008,LOC007,Riverbank Road,13.05,80.275,2026-03-03 13:53:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00034,P011,LOC006,Old Warehouse District,13.11,80.25,2026-03-03 14:51:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00005,P004,LOC005,Market Street,13.07,80.26,2026-03-03 21:45:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00035,P008,LOC001,Central Bus Terminal,13.0827,80.2707,2026-03-04 01:41:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00023,P002,LOC005,Market Street,13.07,80.26,2026-03-04 03:15:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00312,P003,LOC010,Metro Station,13.075,80.285,2026-03-04 10:25:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00710,P014,LOC006,Old Warehouse District,13.11,80.25,2026-03-04 14:37:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00456,P005,LOC005,Market Street,13.07,80.26,2026-03-04 23:27:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00709,P001,LOC001,Central Bus Terminal,13.0827,80.2707,2026-03-05 01:24:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00375,P007,LOC007,Riverbank Road,13.05,80.275,2026-03-05 04:28:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00478,P014,LOC003,Industrial Estate,13.06,80.24,2026-03-05 09:20:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00661,P015,LOC008,Tech Park Zone,13.04,80.23,2026-03-05 11:52:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00352,P012,LOC006,Old Warehouse District,13.11,80.25,2026-03-06 01:52:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00090,P007,LOC003,Industrial Estate,13.06,80.24,2026-03-06 07:13:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-B02-3-P005,P005,LOC007,Riverbank Road,13.05,80.275,2026-03-06 14:00:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B02-3-P010,P010,LOC007,Riverbank Road,13.05,80.275,2026-03-06 14:03:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00183,P004,LOC005,Market Street,13.07,80.26,2026-03-06 20:06:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00517,P009,LOC008,Tech Park Zone,13.04,80.23,2026-03-06 21:27:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00130,P014,LOC008,Tech Park Zone,13.04,80.23,2026-03-07 17:57:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00507,P013,LOC006,Old Warehouse District,13.11,80.25,2026-03-08 04:08:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00278,P005,LOC010,Metro Station,13.075,80.285,2026-03-08 06:28:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00116,P007,LOC002,North Railway Junction,13.095,80.28,2026-03-08 10:28:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00516,P010,LOC006,Old Warehouse District,13.11,80.25,2026-03-08 19:40:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00439,P004,LOC001,Central Bus Terminal,13.0827,80.2707,2026-03-08 20:41:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00011,P006,LOC002,North Railway Junction,13.095,80.28,2026-03-09 19:15:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00571,P015,LOC009,South Transit Hub,13.03,80.265,2026-03-09 23:03:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00593,P003,LOC008,Tech Park Zone,13.04,80.23,2026-03-09 23:17:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00283,P010,LOC004,Harbour Road,13.1,80.3,2026-03-10 00:57:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-B01-5-P003,P003,LOC005,Market Street,13.07,80.26,2026-03-10 14:09:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B01-5-P007,P007,LOC005,Market Street,13.07,80.26,2026-03-10 14:18:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00353,P013,LOC007,Riverbank Road,13.05,80.275,2026-03-10 19:37:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00429,P013,LOC006,Old Warehouse District,13.11,80.25,2026-03-10 22:28:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00592,P004,LOC005,Market Street,13.07,80.26,2026-03-11 02:49:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00729,P004,LOC001,Central Bus Terminal,13.0827,80.2707,2026-03-11 05:18:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00065,P013,LOC006,Old Warehouse District,13.11,80.25,2026-03-11 12:35:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00296,P003,LOC010,Metro Station,13.075,80.285,2026-03-12 08:57:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00455,P014,LOC006,Old Warehouse District,13.11,80.25,2026-03-12 16:59:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00197,P006,LOC002,North Railway Junction,13.095,80.28,2026-03-13 00:55:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00706,P008,LOC004,Harbour Road,13.1,80.3,2026-03-13 05:18:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00245,P012,LOC008,Tech Park Zone,13.04,80.23,2026-03-13 17:29:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00500,P005,LOC001,Central Bus Terminal,13.0827,80.2707,2026-03-13 19:08:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00328,P012,LOC006,Old Warehouse District,13.11,80.25,2026-03-14 02:21:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00474,P013,LOC003,Industrial Estate,13.06,80.24,2026-03-14 04:17:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00551,P013,LOC008,Tech Park Zone,13.04,80.23,2026-03-14 06:08:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-B03-2-P008,P008,LOC003,Industrial Estate,13.06,80.24,2026-03-14 14:13:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B03-2-P012,P012,LOC003,Industrial Estate,13.06,80.24,2026-03-14 14:20:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00363,P011,LOC008,Tech Park Zone,13.04,80.23,2026-03-15 04:49:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00219,P001,LOC004,Harbour Road,13.1,80.3,2026-03-15 09:50:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00641,P007,LOC009,South Transit Hub,13.03,80.265,2026-03-15 17:16:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00530,P008,LOC002,North Railway Junction,13.095,80.28,2026-03-16 10:57:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00359,P003,LOC005,Market Street,13.07,80.26,2026-03-16 12:30:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00137,P013,LOC006,Old Warehouse District,13.11,80.25,2026-03-17 06:04:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00453,P010,LOC007,Riverbank Road,13.05,80.275,2026-03-17 09:38:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00737,P010,LOC002,North Railway Junction,13.095,80.28,2026-03-17 12:59:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00504,P008,LOC004,Harbour Road,13.1,80.3,2026-03-18 04:45:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00635,P001,LOC001,Central Bus Terminal,13.0827,80.2707,2026-03-18 05:26:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-B02-4-P005,P005,LOC007,Riverbank Road,13.05,80.275,2026-03-18 14:17:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B02-4-P010,P010,LOC007,Riverbank Road,13.05,80.275,2026-03-18 14:30:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00606,P011,LOC007,Riverbank Road,13.05,80.275,2026-03-18 15:17:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00400,P012,LOC006,Old Warehouse District,13.11,80.25,2026-03-18 18:15:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00583,P003,LOC010,Metro Station,13.075,80.285,2026-03-19 09:31:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00241,P014,LOC008,Tech Park Zone,13.04,80.23,2026-03-19 21:07:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00582,P001,LOC010,Metro Station,13.075,80.285,2026-03-20 04:03:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00081,P010,LOC004,Harbour Road,13.1,80.3,2026-03-20 06:16:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00188,P002,LOC010,Metro Station,13.075,80.285,2026-03-20 17:07:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00172,P013,LOC006,Old Warehouse District,13.11,80.25,2026-03-20 17:43:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00014,P008,LOC007,Riverbank Road,13.05,80.275,2026-03-21 06:11:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00616,P015,LOC003,Industrial Estate,13.06,80.24,2026-03-21 12:47:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00550,P002,LOC010,Metro Station,13.075,80.285,2026-03-21 22:15:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00386,P005,LOC008,Tech Park Zone,13.04,80.23,2026-03-21 23:05:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00502,P009,LOC002,North Railway Junction,13.095,80.28,2026-03-22 09:34:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-B04-1-P010,P010,LOC006,Old Warehouse District,13.11,80.25,2026-03-22 14:11:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B04-1-P013,P013,LOC006,Old Warehouse District,13.11,80.25,2026-03-22 14:14:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00694,P011,LOC001,Central Bus Terminal,13.0827,80.2707,2026-03-23 03:06:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00087,P006,LOC007,Riverbank Road,13.05,80.275,2026-03-23 07:42:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00698,P001,LOC001,Central Bus Terminal,13.0827,80.2707,2026-03-23 22:29:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00640,P012,LOC009,South Transit Hub,13.03,80.265,2026-03-24 07:43:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00674,P013,LOC004,Harbour Road,13.1,80.3,2026-03-24 07:52:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00252,P014,LOC003,Industrial Estate,13.06,80.24,2026-03-24 18:05:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00266,P006,LOC004,Harbour Road,13.1,80.3,2026-03-24 18:53:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00145,P010,LOC002,North Railway Junction,13.095,80.28,2026-03-24 19:23:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00310,P005,LOC001,Central Bus Terminal,13.0827,80.2707,2026-03-24 23:11:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00382,P012,LOC006,Old Warehouse District,13.11,80.25,2026-03-26 00:14:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00742,P011,LOC008,Tech Park Zone,13.04,80.23,2026-03-26 01:46:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00680,P009,LOC005,Market Street,13.07,80.26,2026-03-26 03:27:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00454,P003,LOC010,Metro Station,13.075,80.285,2026-03-26 06:41:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00487,P001,LOC001,Central Bus Terminal,13.0827,80.2707,2026-03-26 07:19:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-B03-3-P008,P008,LOC003,Industrial Estate,13.06,80.24,2026-03-26 14:06:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B03-3-P012,P012,LOC003,Industrial Estate,13.06,80.24,2026-03-26 14:10:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00003,P008,LOC002,North Railway Junction,13.095,80.28,2026-03-26 14:56:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00027,P009,LOC004,Harbour Road,13.1,80.3,2026-03-27 00:37:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00512,P001,LOC009,South Transit Hub,13.03,80.265,2026-03-27 11:18:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00750,P011,LOC006,Old Warehouse District,13.11,80.25,2026-03-27 12:43:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00586,P009,LOC004,Harbour Road,13.1,80.3,2026-03-27 14:55:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00047,P010,LOC002,North Railway Junction,13.095,80.28,2026-03-27 17:21:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00243,P005,LOC009,South Transit Hub,13.03,80.265,2026-03-28 13:51:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00545,P006,LOC007,Riverbank Road,13.05,80.275,2026-03-28 13:56:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00678,P012,LOC003,Industrial Estate,13.06,80.24,2026-03-28 20:32:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00639,P015,LOC001,Central Bus Terminal,13.0827,80.2707,2026-03-28 23:56:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00362,P010,LOC002,North Railway Junction,13.095,80.28,2026-03-29 01:00:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00030,P003,LOC001,Central Bus Terminal,13.0827,80.2707,2026-03-29 04:08:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00216,P006,LOC007,Riverbank Road,13.05,80.275,2026-03-29 14:10:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00473,P011,LOC008,Tech Park Zone,13.04,80.23,2026-03-29 20:44:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00734,P005,LOC005,Market Street,13.07,80.26,2026-03-29 23:13:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00428,P013,LOC003,Industrial Estate,13.06,80.24,2026-03-30 00:28:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00193,P012,LOC005,Market Street,13.07,80.26,2026-03-30 09:16:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-B02-5-P005,P005,LOC007,Riverbank Road,13.05,80.275,2026-03-30 14:04:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B02-5-P010,P010,LOC007,Riverbank Road,13.05,80.275,2026-03-30 14:15:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00519,P008,LOC007,Riverbank Road,13.05,80.275,2026-03-30 21:54:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00634,P006,LOC007,Riverbank Road,13.05,80.275,2026-03-31 07:03:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00237,P002,LOC005,Market Street,13.07,80.26,2026-03-31 08:29:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00123,P014,LOC003,Industrial Estate,13.06,80.24,2026-03-31 20:43:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00149,P002,LOC005,Market Street,13.07,80.26,2026-04-01 09:26:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00643,P005,LOC005,Market Street,13.07,80.26,2026-04-01 12:39:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00206,P008,LOC005,Market Street,13.07,80.26,2026-04-01 12:56:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00249,P007,LOC007,Riverbank Road,13.05,80.275,2026-04-02 09:10:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00330,P001,LOC005,Market Street,13.07,80.26,2026-04-02 16:45:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00496,P010,LOC001,Central Bus Terminal,13.0827,80.2707,2026-04-03 08:46:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-B04-2-P010,P010,LOC006,Old Warehouse District,13.11,80.25,2026-04-03 14:11:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B04-2-P013,P013,LOC006,Old Warehouse District,13.11,80.25,2026-04-03 14:21:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00598,P014,LOC003,Industrial Estate,13.06,80.24,2026-04-03 16:35:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00357,P011,LOC003,Industrial Estate,13.06,80.24,2026-04-03 17:04:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00102,P008,LOC002,North Railway Junction,13.095,80.28,2026-04-04 11:51:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00274,P015,LOC001,Central Bus Terminal,13.0827,80.2707,2026-04-05 03:37:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00732,P014,LOC003,Industrial Estate,13.06,80.24,2026-04-05 04:10:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00327,P015,LOC008,Tech Park Zone,13.04,80.23,2026-04-05 21:58:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00743,P011,LOC006,Old Warehouse District,13.11,80.25,2026-04-06 02:09:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00484,P010,LOC004,Harbour Road,13.1,80.3,2026-04-06 08:59:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00711,P015,LOC008,Tech Park Zone,13.04,80.23,2026-04-06 10:07:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00563,P008,LOC004,Harbour Road,13.1,80.3,2026-04-07 01:45:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00089,P011,LOC001,Central Bus Terminal,13.0827,80.2707,2026-04-07 03:41:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-B03-4-P008,P008,LOC003,Industrial Estate,13.06,80.24,2026-04-07 14:16:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B03-4-P012,P012,LOC003,Industrial Estate,13.06,80.24,2026-04-07 14:30:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00063,P006,LOC002,North Railway Junction,13.095,80.28,2026-04-08 04:16:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00495,P013,LOC008,Tech Park Zone,13.04,80.23,2026-04-08 04:36:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00230,P006,LOC004,Harbour Road,13.1,80.3,2026-04-08 18:38:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00488,P015,LOC003,Industrial Estate,13.06,80.24,2026-04-08 22:28:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00437,P001,LOC010,Metro Station,13.075,80.285,2026-04-09 04:52:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00679,P007,LOC004,Harbour Road,13.1,80.3,2026-04-09 08:56:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00696,P015,LOC004,Harbour Road,13.1,80.3,2026-04-09 09:16:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00096,P013,LOC003,Industrial Estate,13.06,80.24,2026-04-09 12:27:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00546,P003,LOC010,Metro Station,13.075,80.285,2026-04-09 12:59:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00537,P002,LOC010,Metro Station,13.075,80.285,2026-04-09 17:07:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00223,P012,LOC008,Tech Park Zone,13.04,80.23,2026-04-09 22:31:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00221,P011,LOC006,Old Warehouse District,13.11,80.25,2026-04-10 00:24:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00054,P012,LOC006,Old Warehouse District,13.11,80.25,2026-04-10 08:14:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00115,P013,LOC006,Old Warehouse District,13.11,80.25,2026-04-10 11:27:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00390,P007,LOC008,Tech Park Zone,13.04,80.23,2026-04-10 14:37:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-B05-1-P004,P004,LOC010,Metro Station,13.075,80.285,2026-04-11 14:12:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B05-1-P011,P011,LOC010,Metro Station,13.075,80.285,2026-04-11 14:20:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00532,P009,LOC002,North Railway Junction,13.095,80.28,2026-04-11 19:37:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00508,P008,LOC004,Harbour Road,13.1,80.3,2026-04-12 13:42:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00226,P008,LOC007,Riverbank Road,13.05,80.275,2026-04-12 23:33:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00337,P005,LOC001,Central Bus Terminal,13.0827,80.2707,2026-04-13 12:14:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00731,P001,LOC005,Market Street,13.07,80.26,2026-04-13 22:31:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00287,P008,LOC007,Riverbank Road,13.05,80.275,2026-04-14 03:54:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-00320,P007,LOC007,Riverbank Road,13.05,80.275,2026-04-14 04:34:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00324,P003,LOC005,Market Street,13.07,80.26,2026-04-14 09:52:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00467,P003,LOC010,Metro Station,13.075,80.285,2026-04-14 11:22:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00186,P002,LOC008,Tech Park Zone,13.04,80.23,2026-04-14 23:35:00,CELL_TOWER,Synthetic Demonstration Dataset,True
SYN-LOC-00417,P014,LOC008,Tech Park Zone,13.04,80.23,2026-04-15 01:08:00,CCTV_REFERENCE,Synthetic Demonstration Dataset,True
SYN-LOC-B04-3-P010,P010,LOC006,Old Warehouse District,13.11,80.25,2026-04-15 14:00:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-B04-3-P013,P013,LOC006,Old Warehouse District,13.11,80.25,2026-04-15 14:09:00,SYNTHETIC_COLOCATION_EVENT,Synthetic Demonstration Dataset,True
SYN-LOC-00038,P015,LOC001,Central Bus Terminal,13.0827,80.2707,2026-04-16 15:25:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
SYN-LOC-00165,P012,LOC003,Industrial Estate,13.06,80.24,2026-04-16 16:38:00,FIELD_OBSERVATION,Synthetic Demonstration Dataset,True
