event_id,case_id,event_timestamp,event_type,person_id,related_person_id,location_id,vehicle_id,source_reference,event_description,confidence_score,synthetic_data
SYN-EVT-00157,CASE-005,2026-03-29T00:32:10,TRANSACTION_DETECTED,P005,P015,LOC005,,SYSTEM_AUTO_LOG,Transaction Detected logged for P005 in relation to P015.,0.44,True
SYN-EVT-00158,CASE-005,2026-05-19T14:55:51,INTELLIGENCE_RECEIVED,P008,,,,ANALYST_ENTRY,Intelligence Received logged for P008.,0.44,True
SYN-EVT-00159,CASE-004,2026-03-13T16:14:56,INTELLIGENCE_RECEIVED,P008,,LOC003,,ANALYST_ENTRY,Intelligence Received logged for P008.,0.93,True
SYN-EVT-00160,CASE-002,2026-05-16T09:10:34,TRANSACTION_DETECTED,P013,,LOC002,,FIELD_UPDATE,Transaction Detected logged for P013.,0.38,True
SYN-EVT-00161,CASE-002,2026-04-28T12:56:07,VEHICLE_OBSERVED,P007,,LOC001,,ANALYST_ENTRY,Vehicle Observed logged for P007.,0.82,True
SYN-EVT-00162,CASE-005,2026-04-24T10:11:06,LOCATION_OBSERVED,P009,,,V006,FIELD_UPDATE,Location Observed logged for P009.,0.86,True
SYN-EVT-00163,CASE-004,2026-07-17T21:27:00,ENTITY_LINKED,P014,P015,LOC002,V006,SYSTEM_AUTO_LOG,Entity Linked logged for P014 in relation to P015.,0.51,True
SYN-EVT-00164,CASE-002,2026-03-04T14:58:29,ENTITY_LINKED,P007,P002,,,ANALYST_ENTRY,Entity Linked logged for P007 in relation to P002.,0.68,True
SYN-EVT-00165,CASE-004,2026-06-22T13:14:10,TRANSACTION_DETECTED,P008,,,V007,SYSTEM_AUTO_LOG,Transaction Detected logged for P008.,0.88,True
SYN-EVT-00166,CASE-002,2026-08-19T21:03:37,INVESTIGATION_UPDATE,P002,,,,SYSTEM_AUTO_LOG,Investigation Update logged for P002.,0.91,True
SYN-EVT-00167,CASE-004,2026-03-03T05:10:44,LOCATION_OBSERVED,P011,P002,,,FIELD_UPDATE,Location Observed logged for P011 in relation to P002.,0.5,True
SYN-EVT-00168,CASE-001,2026-01-20T14:36:41,VEHICLE_OBSERVED,P009,,LOC010,,SYSTEM_AUTO_LOG,Vehicle Observed logged for P009.,0.46,True
SYN-EVT-00169,CASE-003,2026-04-27T13:20:43,CALL_DETECTED,P005,P002,,,ANALYST_ENTRY,Call Detected logged for P005 in relation to P002.,0.45,True
SYN-EVT-00170,CASE-004,2026-02-14T10:41:28,TRANSACTION_DETECTED,P013,,LOC004,,ANALYST_ENTRY,Transaction Detected logged for P013.,0.79,True
SYN-EVT-00171,CASE-002,2026-05-31T18:25:57,ALERT_GENERATED,P012,P001,LOC001,,ANALYST_ENTRY,Alert Generated logged for P012 in relation to P001.,0.72,True
SYN-EVT-00172,CASE-001,2026-06-21T03:34:25,ANALYST_REVIEW,P007,P008,,,FIELD_UPDATE,Analyst Review logged for P007 in relation to P008.,0.58,True
SYN-EVT-00173,CASE-003,2026-06-08T08:06:00,ANALYST_REVIEW,P014,,LOC007,,SYSTEM_AUTO_LOG,Analyst Review logged for P014.,0.73,True
SYN-EVT-00174,CASE-002,2026-02-15T23:34:07,ANALYST_REVIEW,P004,P011,,,SYSTEM_AUTO_LOG,Analyst Review logged for P004 in relation to P011.,0.75,True
SYN-EVT-00175,CASE-004,2026-07-02T12:36:23,ENTITY_LINKED,P001,P012,,,SYSTEM_AUTO_LOG,Entity Linked logged for P001 in relation to P012.,0.87,True
SYN-EVT-00176,CASE-002,2026-04-26T01:33:19,ENTITY_LINKED,P012,,LOC007,,SYSTEM_AUTO_LOG,Entity Linked logged for P012.,0.55,True
SYN-EVT-00177,CASE-003,2026-04-22T10:22:19,INTELLIGENCE_RECEIVED,P009,,LOC001,,SYSTEM_AUTO_LOG,Intelligence Received logged for P009.,0.81,True
SYN-EVT-00178,CASE-002,2026-04-27T02:55:30,VEHICLE_OBSERVED,P013,,LOC002,,SYSTEM_AUTO_LOG,Vehicle Observed logged for P013.,0.81,True
SYN-EVT-00179,CASE-005,2026-02-15T17:53:54,INTELLIGENCE_RECEIVED,P012,P007,,,FIELD_UPDATE,Intelligence Received logged for P012 in relation to P007.,0.6,True
SYN-EVT-00180,CASE-002,2026-05-28T01:50:44,ALERT_GENERATED,P008,P007,LOC004,,ANALYST_ENTRY,Alert Generated logged for P008 in relation to P007.,0.64,True
SYN-EVT-00181,CASE-005,2026-03-20T20:21:51,ANALYST_REVIEW,P005,,LOC008,,SYSTEM_AUTO_LOG,Analyst Review logged for P005.,0.59,True
SYN-EVT-00182,CASE-005,2026-04-03T10:49:28,INVESTIGATION_UPDATE,P005,P011,LOC003,,SYSTEM_AUTO_LOG,Investigation Update logged for P005 in relation to P011.,0.66,True
SYN-EVT-00183,CASE-003,2026-01-25T11:49:32,ENTITY_LINKED,P002,P009,,,SYSTEM_AUTO_LOG,Entity Linked logged for P002 in relation to P009.,0.9,True
SYN-EVT-00184,CASE-001,2026-07-03T20:05:53,CALL_DETECTED,P007,P013,,,SYSTEM_AUTO_LOG,Call Detected logged for P007 in relation to P013.,0.31,True
SYN-EVT-00185,CASE-001,2026-01-28T08:54:27,LOCATION_OBSERVED,P009,P002,,,SYSTEM_AUTO_LOG,Location Observed logged for P009 in relation to P002.,0.49,True
SYN-EVT-00186,CASE-003,2026-07-30T22:22:31,ENTITY_LINKED,P008,P004,,V004,FIELD_UPDATE,Entity Linked logged for P008 in relation to P004.,0.57,True
SYN-EVT-00187,CASE-001,2026-03-25T10:33:06,INVESTIGATION_UPDATE,P001,,,,FIELD_UPDATE,Investigation Update logged for P001.,0.84,True
SYN-EVT-00188,CASE-005,2026-08-16T10:54:59,VEHICLE_OBSERVED,P011,P003,,,ANALYST_ENTRY,Vehicle Observed logged for P011 in relation to P003.,0.49,True
SYN-EVT-00189,CASE-001,2026-03-30T21:15:33,VEHICLE_OBSERVED,P011,,LOC009,,ANALYST_ENTRY,Vehicle Observed logged for P011.,0.37,True
SYN-EVT-00190,CASE-003,2026-07-19T06:07:15,ANALYST_REVIEW,P014,,LOC007,,ANALYST_ENTRY,Analyst Review logged for P014.,0.69,True
SYN-EVT-00191,CASE-004,2026-02-22T09:28:12,INVESTIGATION_UPDATE,P015,P007,LOC010,,FIELD_UPDATE,Investigation Update logged for P015 in relation to P007.,0.72,True
SYN-EVT-00192,CASE-002,2026-06-05T00:50:26,ANALYST_REVIEW,P001,P015,LOC010,,ANALYST_ENTRY,Analyst Review logged for P001 in relation to P015.,0.41,True
SYN-EVT-00193,CASE-001,2026-01-17T17:57:31,CALL_DETECTED,P005,,LOC009,,SYSTEM_AUTO_LOG,Call Detected logged for P005.,0.92,True
SYN-EVT-00194,CASE-002,2026-04-21T23:35:19,ENTITY_LINKED,P007,,LOC009,,ANALYST_ENTRY,Entity Linked logged for P007.,0.73,True
SYN-EVT-00195,CASE-002,2026-08-05T00:07:25,ENTITY_LINKED,P009,P007,,,ANALYST_ENTRY,Entity Linked logged for P009 in relation to P007.,0.32,True
SYN-EVT-00196,CASE-001,2026-05-20T13:55:04,CALL_DETECTED,P004,,,,ANALYST_ENTRY,Call Detected logged for P004.,0.88,True
SYN-EVT-00197,CASE-003,2026-03-13T10:31:38,ALERT_GENERATED,P008,P011,,,FIELD_UPDATE,Alert Generated logged for P008 in relation to P011.,0.74,True
SYN-EVT-00198,CASE-005,2026-07-23T17:46:21,LOCATION_OBSERVED,P002,P011,LOC006,,SYSTEM_AUTO_LOG,Location Observed logged for P002 in relation to P011.,0.39,True
SYN-EVT-00199,CASE-003,2026-02-01T21:35:54,ANALYST_REVIEW,P004,,,,ANALYST_ENTRY,Analyst Review logged for P004.,0.43,True
SYN-EVT-00200,CASE-001,2026-01-01T03:58:51,FIR_REGISTERED,P007,P009,,,SYSTEM_AUTO_LOG,Fir Registered logged for P007 in relation to P009.,0.92,True
SYN-EVT-00201,CASE-005,2026-07-15T18:01:00,TRANSACTION_DETECTED,P007,P001,LOC007,,SYSTEM_AUTO_LOG,Transaction Detected logged for P007 in relation to P001.,0.46,True
SYN-EVT-00202,CASE-003,2026-08-18T11:23:23,VEHICLE_OBSERVED,P004,,,V004,SYSTEM_AUTO_LOG,Vehicle Observed logged for P004.,0.71,True
SYN-EVT-00203,CASE-004,2026-03-01T22:56:25,INVESTIGATION_UPDATE,P013,,,,FIELD_UPDATE,Investigation Update logged for P013.,0.6,True
SYN-EVT-00204,CASE-005,2026-05-11T10:23:24,INTELLIGENCE_RECEIVED,P007,P002,,,FIELD_UPDATE,Intelligence Received logged for P007 in relation to P002.,0.58,True
SYN-EVT-00205,CASE-003,2026-02-09T15:47:57,TRANSACTION_DETECTED,P013,P011,LOC009,,SYSTEM_AUTO_LOG,Transaction Detected logged for P013 in relation to P011.,0.52,True
SYN-EVT-00206,CASE-005,2026-08-09T01:18:25,VEHICLE_OBSERVED,P011,P007,,,ANALYST_ENTRY,Vehicle Observed logged for P011 in relation to P007.,0.9,True
SYN-EVT-00207,CASE-002,2026-02-19T13:50:08,INVESTIGATION_UPDATE,P003,,,,SYSTEM_AUTO_LOG,Investigation Update logged for P003.,0.39,True
SYN-EVT-00208,CASE-004,2026-01-23T11:19:20,ALERT_GENERATED,P011,P006,,V006,SYSTEM_AUTO_LOG,Alert Generated logged for P011 in relation to P006.,0.59,True
SYN-EVT-00209,CASE-004,2026-02-23T16:43:53,CALL_DETECTED,P008,P009,,V008,SYSTEM_AUTO_LOG,Call Detected logged for P008 in relation to P009.,0.68,True
SYN-EVT-00210,CASE-004,2026-08-24T15:55:53,TRANSACTION_DETECTED,P006,P009,LOC009,V002,ANALYST_ENTRY,Transaction Detected logged for P006 in relation to P009.,0.43,True
SYN-EVT-00211,CASE-001,2026-07-10T06:01:57,INTELLIGENCE_RECEIVED,P001,P015,,,FIELD_UPDATE,Intelligence Received logged for P001 in relation to P015.,0.62,True
SYN-EVT-00212,CASE-005,2026-06-08T23:34:10,INTELLIGENCE_RECEIVED,P014,P007,LOC007,,FIELD_UPDATE,Intelligence Received logged for P014 in relation to P007.,0.92,True
SYN-EVT-00213,CASE-001,2026-02-09T16:21:40,ALERT_GENERATED,P009,,,,ANALYST_ENTRY,Alert Generated logged for P009.,0.78,True
SYN-EVT-00214,CASE-005,2026-04-29T02:55:11,ANALYST_REVIEW,P010,P013,,,SYSTEM_AUTO_LOG,Analyst Review logged for P010 in relation to P013.,0.69,True
SYN-EVT-00215,CASE-001,2026-04-07T02:56:25,ENTITY_LINKED,P011,,,,ANALYST_ENTRY,Entity Linked logged for P011.,0.68,True
SYN-EVT-00216,CASE-005,2026-07-30T21:21:20,ENTITY_LINKED,P002,P014,,,SYSTEM_AUTO_LOG,Entity Linked logged for P002 in relation to P014.,0.9,True
SYN-EVT-00217,CASE-005,2026-06-17T04:06:46,INVESTIGATION_UPDATE,P007,,,,ANALYST_ENTRY,Investigation Update logged for P007.,0.87,True
SYN-EVT-00218,CASE-004,2026-01-06T09:45:27,INVESTIGATION_UPDATE,P003,,LOC009,V010,SYSTEM_AUTO_LOG,Investigation Update logged for P003.,0.51,True
SYN-EVT-00219,CASE-001,2026-04-03T11:09:57,FIR_REGISTERED,P013,,,V009,FIELD_UPDATE,Fir Registered logged for P013.,0.55,True
SYN-EVT-00220,CASE-005,2026-08-27T15:57:15,TRANSACTION_DETECTED,P012,,,,FIELD_UPDATE,Transaction Detected logged for P012.,0.39,True
SYN-EVT-00221,CASE-003,2026-04-23T04:42:21,CALL_DETECTED,P004,P008,LOC008,V018,ANALYST_ENTRY,Call Detected logged for P004 in relation to P008.,0.31,True
SYN-EVT-00222,CASE-002,2026-01-25T22:52:18,VEHICLE_OBSERVED,P013,P002,,V018,ANALYST_ENTRY,Vehicle Observed logged for P013 in relation to P002.,0.51,True
SYN-EVT-00223,CASE-005,2026-02-17T07:14:25,LOCATION_OBSERVED,P007,P005,,,ANALYST_ENTRY,Location Observed logged for P007 in relation to P005.,0.63,True
SYN-EVT-00224,CASE-001,2026-03-30T23:29:20,LOCATION_OBSERVED,P008,,LOC003,,SYSTEM_AUTO_LOG,Location Observed logged for P008.,0.34,True
SYN-EVT-00225,CASE-002,2026-05-08T07:07:23,VEHICLE_OBSERVED,P002,,,,SYSTEM_AUTO_LOG,Vehicle Observed logged for P002.,0.9,True
SYN-EVT-00226,CASE-002,2026-04-18T01:06:46,INTELLIGENCE_RECEIVED,P012,,,,ANALYST_ENTRY,Intelligence Received logged for P012.,0.69,True
SYN-EVT-00227,CASE-003,2026-02-17T07:47:23,LOCATION_OBSERVED,P003,,,V001,SYSTEM_AUTO_LOG,Location Observed logged for P003.,0.81,True
SYN-EVT-00228,CASE-003,2026-07-29T20:44:39,FIR_REGISTERED,P005,P013,,,SYSTEM_AUTO_LOG,Fir Registered logged for P005 in relation to P013.,0.59,True
SYN-EVT-00229,CASE-002,2026-02-02T09:54:40,CALL_DETECTED,P006,P003,LOC001,V013,SYSTEM_AUTO_LOG,Call Detected logged for P006 in relation to P003.,0.46,True
SYN-EVT-00230,CASE-004,2026-04-05T00:06:46,FIR_REGISTERED,P014,,LOC007,,FIELD_UPDATE,Fir Registered logged for P014.,0.81,True
SYN-EVT-00231,CASE-002,2026-04-20T14:13:55,INTELLIGENCE_RECEIVED,P013,P006,,V014,ANALYST_ENTRY,Intelligence Received logged for P013 in relation to P006.,0.78,True
SYN-EVT-00232,CASE-002,2026-07-06T15:45:11,TRANSACTION_DETECTED,P007,P005,,,ANALYST_ENTRY,Transaction Detected logged for P007 in relation to P005.,0.55,True
SYN-EVT-00233,CASE-004,2026-04-11T10:38:17,CALL_DETECTED,P002,P011,,,ANALYST_ENTRY,Call Detected logged for P002 in relation to P011.,0.37,True
SYN-EVT-00234,CASE-002,2026-07-06T20:58:41,ANALYST_REVIEW,P012,,,V001,ANALYST_ENTRY,Analyst Review logged for P012.,0.84,True
SYN-EVT-00235,CASE-005,2026-06-02T09:22:25,INTELLIGENCE_RECEIVED,P007,,,,FIELD_UPDATE,Intelligence Received logged for P007.,0.4,True
SYN-EVT-00236,CASE-004,2026-08-17T22:41:03,ENTITY_LINKED,P009,P006,,,ANALYST_ENTRY,Entity Linked logged for P009 in relation to P006.,0.7,True
SYN-EVT-00237,CASE-005,2026-01-10T17:08:16,INVESTIGATION_UPDATE,P003,P006,,,ANALYST_ENTRY,Investigation Update logged for P003 in relation to P006.,0.85,True
SYN-EVT-00238,CASE-002,2026-03-18T08:09:58,ALERT_GENERATED,P006,,,V014,FIELD_UPDATE,Alert Generated logged for P006.,0.82,True
SYN-EVT-00239,CASE-002,2026-08-12T21:23:09,CALL_DETECTED,P002,,LOC004,,FIELD_UPDATE,Call Detected logged for P002.,0.88,True
SYN-EVT-00240,CASE-001,2026-08-15T12:01:35,ALERT_GENERATED,P011,P007,LOC005,,FIELD_UPDATE,Alert Generated logged for P011 in relation to P007.,0.59,True
SYN-EVT-00241,CASE-002,2026-06-15T09:01:34,ENTITY_LINKED,P011,P007,LOC010,,ANALYST_ENTRY,Entity Linked logged for P011 in relation to P007.,0.46,True
SYN-EVT-00242,CASE-001,2026-03-22T09:19:20,INTELLIGENCE_RECEIVED,P008,,,,FIELD_UPDATE,Intelligence Received logged for P008.,0.33,True
SYN-EVT-00243,CASE-001,2026-06-21T12:18:37,LOCATION_OBSERVED,P001,P014,,V010,FIELD_UPDATE,Location Observed logged for P001 in relation to P014.,0.57,True
SYN-EVT-00244,CASE-002,2026-05-28T17:08:10,CALL_DETECTED,P001,,,,SYSTEM_AUTO_LOG,Call Detected logged for P001.,0.9,True
SYN-EVT-00245,CASE-003,2026-01-31T14:38:54,VEHICLE_OBSERVED,P006,P010,,V002,ANALYST_ENTRY,Vehicle Observed logged for P006 in relation to P010.,0.51,True
SYN-EVT-00246,CASE-003,2026-07-01T15:35:29,ENTITY_LINKED,P011,,,V006,SYSTEM_AUTO_LOG,Entity Linked logged for P011.,0.4,True
SYN-EVT-00247,CASE-002,2026-06-02T12:28:04,ALERT_GENERATED,P012,,,,FIELD_UPDATE,Alert Generated logged for P012.,0.34,True
SYN-EVT-00248,CASE-005,2026-05-30T01:52:33,VEHICLE_OBSERVED,P006,,LOC002,,SYSTEM_AUTO_LOG,Vehicle Observed logged for P006.,0.7,True
SYN-EVT-00249,CASE-004,2026-04-28T02:20:09,INTELLIGENCE_RECEIVED,P001,P013,,,ANALYST_ENTRY,Intelligence Received logged for P001 in relation to P013.,0.45,True
SYN-EVT-00250,CASE-003,2026-05-19T07:05:57,TRANSACTION_DETECTED,P005,P012,,,FIELD_UPDATE,Transaction Detected logged for P005 in relation to P012.,0.94,True
SYN-EVT-00251,CASE-001,2026-08-17T19:43:07,ENTITY_LINKED,P002,,,,FIELD_UPDATE,Entity Linked logged for P002.,0.75,True
SYN-EVT-00252,CASE-005,2026-07-02T08:37:15,INTELLIGENCE_RECEIVED,P008,P014,,V002,SYSTEM_AUTO_LOG,Intelligence Received logged for P008 in relation to P014.,0.51,True
SYN-EVT-00253,CASE-002,2026-08-31T09:29:32,FIR_REGISTERED,P012,P011,,,FIELD_UPDATE,Fir Registered logged for P012 in relation to P011.,0.85,True
SYN-EVT-00254,CASE-002,2026-01-09T17:08:06,VEHICLE_OBSERVED,P009,P003,,,SYSTEM_AUTO_LOG,Vehicle Observed logged for P009 in relation to P003.,0.49,True
SYN-EVT-00255,CASE-003,2026-04-28T19:50:33,TRANSACTION_DETECTED,P010,P007,LOC010,V004,ANALYST_ENTRY,Transaction Detected logged for P010 in relation to P007.,0.79,True
SYN-EVT-00256,CASE-004,2026-08-06T22:17:09,ENTITY_LINKED,P005,,,,ANALYST_ENTRY,Entity Linked logged for P005.,0.47,True
SYN-EVT-00257,CASE-002,2026-05-13T21:35:55,FIR_REGISTERED,P004,P007,,,SYSTEM_AUTO_LOG,Fir Registered logged for P004 in relation to P007.,0.77,True
SYN-EVT-00258,CASE-002,2026-05-13T22:17:20,VEHICLE_OBSERVED,P005,P006,LOC002,,SYSTEM_AUTO_LOG,Vehicle Observed logged for P005 in relation to P006.,0.63,True
SYN-EVT-00259,CASE-004,2026-01-17T12:03:39,ENTITY_LINKED,P005,P009,LOC009,,ANALYST_ENTRY,Entity Linked logged for P005 in relation to P009.,0.57,True
SYN-EVT-00260,CASE-004,2026-04-05T20:29:37,INVESTIGATION_UPDATE,P013,P003,,,ANALYST_ENTRY,Investigation Update logged for P013 in relation to P003.,0.7,True
